vibration_mm_s,temperature_c,pressure_bar,rotational_speed_rpm,oil_viscosity_cst,current_draw_amps,humidity_pct,age_days,maintenance_lag_days,failure_within_7days
2.988,63.28,4.367,1532.3,41.6,10.367,79.7,237,129,0
2.948,79.64,4.842,1345.2,43.16,13.448,59.9,653,20,0
3.365,69.49,4.289,1520.4,49.73,11.427,46.6,158,127,0
3.167,78.16,4.988,1519.3,45.99,9.127,41.2,1498,75,0
2.867,66.15,3.934,1667.6,34.83,13.102,43.8,908,72,0
2.444,76.81,3.951,1343.5,40.12,9.589,32.5,1529,232,0
1.171,88.03,4.844,1439.9,49.88,9.693,53.8,961,342,0
2.844,80.86,4.456,1582.3,47.24,14.385,32.9,1298,105,0
2.666,70.88,4.273,1533.5,53.74,9.607,65.9,853,8,0
2.717,77.57,4.945,1518.0,53.41,7.367,48.6,1141,118,0
1.479,72.59,4.196,1404.4,43.29,13.246,40.0,886,49,0
1.635,75.08,4.4,1440.9,57.52,11.392,57.2,1598,9,0
3.343,71.74,5.2,1624.5,45.12,11.565,78.7,1560,112,0
2.468,73.36,5.27,1494.8,40.19,11.371,64.8,60,265,0
3.045,77.12,5.286,1537.5,41.83,12.463,54.6,401,77,0
2.523,65.07,4.359,1488.5,33.72,10.495,68.8,828,35,0
2.524,64.84,5.115,1381.7,53.04,14.952,66.9,1801,201,0
3.251,61.11,4.026,1593.4,52.97,9.048,74.6,1204,311,0
2.087,59.0,4.047,1550.3,39.92,12.89,40.2,1256,117,0
2.577,62.83,3.325,1730.6,43.86,13.284,72.9,476,189,0
2.13,76.59,5.336,1398.4,45.48,10.481,45.1,655,241,0
2.152,66.07,4.068,1582.3,40.2,9.953,77.0,845,292,0
2.253,80.14,4.437,1368.8,36.22,14.034,44.1,924,168,0
2.678,75.35,4.045,1515.7,43.95,10.018,76.3,1269,229,0
2.117,55.31,4.848,1597.7,43.39,10.787,78.2,1617,47,0
3.505,81.55,4.312,1292.8,43.06,13.775,37.3,638,149,1
1.784,83.11,3.848,1479.5,46.11,12.069,78.7,649,342,0
2.351,65.06,4.721,1443.7,52.15,8.406,34.3,1592,207,0
2.148,79.2,3.783,1429.8,43.48,15.494,40.9,213,60,0
3.658,66.44,4.081,1538.5,45.85,10.94,52.2,1630,330,1
2.657,75.98,3.447,1612.1,48.63,11.194,79.7,1483,116,0
3.325,62.36,3.788,1486.7,47.77,12.512,54.4,990,238,0
1.312,57.07,4.589,1520.5,41.93,13.25,57.5,804,354,0
2.714,71.17,3.518,1511.4,45.48,15.922,64.7,128,47,0
3.212,73.76,3.759,1500.2,47.74,8.68,78.4,952,244,0
2.566,71.02,4.499,1391.1,39.36,13.652,69.2,217,292,0
3.352,63.16,4.228,1610.8,51.32,13.486,41.2,711,4,0
2.086,71.0,5.496,1529.5,52.16,11.726,45.1,20,99,0
3.627,77.69,5.417,1539.5,41.39,13.575,34.9,1591,204,1
4.339,74.55,4.066,1419.3,45.97,13.869,62.2,1782,179,1
2.21,76.83,4.779,1454.1,48.21,9.236,39.0,1787,16,0
2.144,68.3,4.875,1482.4,42.27,15.5,42.9,1084,89,0
3.663,86.72,4.201,1346.6,47.41,8.882,74.4,675,107,0
3.764,63.24,3.752,1331.2,45.82,9.729,46.3,714,189,1
2.082,79.88,4.494,1439.9,37.66,11.476,58.3,739,179,0
2.164,86.82,4.414,1552.3,47.3,15.85,49.9,1153,248,0
2.275,79.81,4.282,1434.7,39.5,11.383,33.7,557,250,0
1.424,72.97,4.721,1398.1,49.7,11.936,48.1,197,19,0
1.765,69.72,4.125,1418.5,41.64,14.864,50.4,936,358,0
1.697,85.36,3.924,1454.5,44.19,11.399,74.8,1516,96,0
1.886,60.77,4.555,1464.6,51.86,9.643,46.2,678,221,0
2.472,65.3,4.693,1716.6,47.48,11.166,49.0,504,143,0
2.687,71.02,3.912,1605.5,39.6,14.742,69.1,1271,6,0
3.74,87.38,4.964,1602.5,39.93,12.142,67.9,738,349,1
1.701,78.8,3.615,1616.9,42.0,15.861,69.9,792,321,0
3.287,65.32,4.211,1400.1,46.97,13.476,77.7,1284,267,0
2.329,71.9,4.371,1377.8,46.79,10.71,69.8,1371,295,0
2.46,68.86,4.182,1389.3,40.78,12.102,50.4,197,0,0
3.04,67.9,4.217,1633.5,39.16,10.294,71.1,1131,57,0
1.602,84.79,5.436,1445.3,46.41,10.663,55.4,781,263,0
2.806,61.28,4.075,1374.9,44.09,20.958,43.9,744,89,0
2.633,91.09,5.721,1456.9,55.79,14.037,45.1,1637,74,0
2.894,83.28,4.719,1476.1,45.18,13.722,41.2,1184,340,0
2.731,85.91,4.546,1526.8,54.07,10.754,37.2,422,260,0
4.464,70.37,4.738,1525.1,39.15,15.139,39.2,1631,281,1
1.99,73.5,5.765,1417.2,37.13,14.199,33.2,1231,340,0
2.075,60.67,4.003,1568.6,39.4,15.763,74.4,1337,328,0
2.001,69.75,3.94,1436.1,50.95,15.666,76.6,432,356,0
2.056,79.94,4.123,1484.4,53.78,9.042,59.3,926,242,0
1.99,87.96,4.516,1568.7,41.09,9.78,72.0,235,321,0
3.451,63.93,3.637,1435.8,42.7,9.992,39.2,327,118,0
3.636,71.34,4.511,1443.1,39.16,10.112,75.1,934,46,0
2.043,73.49,5.347,1559.2,35.94,12.647,55.3,479,167,0
1.834,61.04,4.576,1414.2,48.59,10.866,33.4,428,347,0
2.877,80.91,4.354,1461.5,46.12,16.145,37.1,666,26,0
2.058,67.76,4.191,1555.6,45.05,15.809,45.4,1124,295,0
3.006,73.05,4.949,1705.4,38.0,11.987,32.2,1262,0,0
2.662,70.48,4.087,1560.5,53.2,15.911,45.5,1131,173,0
1.287,67.11,5.423,1547.3,42.48,14.976,33.0,858,166,0
3.738,74.93,5.467,1553.1,47.67,11.099,41.8,1388,17,0
3.937,72.84,4.628,1392.7,37.73,7.982,43.3,642,90,1
2.01,71.28,4.494,1511.6,44.05,11.564,79.7,811,302,0
2.19,67.72,5.015,1497.0,46.46,10.711,41.8,1517,201,0
2.729,78.2,5.047,1532.2,46.64,12.413,42.0,1067,20,0
2.768,91.54,4.097,1511.7,45.77,12.178,64.3,575,155,0
3.027,76.4,4.237,1538.0,47.47,12.126,73.0,1097,13,0
4.108,84.96,3.839,1468.9,39.35,13.047,49.4,1722,19,1
2.358,61.1,4.705,1505.9,45.99,9.575,73.8,1019,243,0
1.861,76.58,4.833,1377.2,45.57,12.823,47.0,1653,172,0
1.397,64.03,3.825,1468.0,46.16,11.121,39.9,1328,121,0
1.915,60.23,4.272,1639.1,45.36,12.4,46.5,1029,183,0
2.473,67.61,3.826,1531.9,38.63,13.915,60.5,1612,307,0
3.936,86.92,4.051,1497.9,38.41,9.551,48.4,803,67,1
2.086,84.5,4.776,1689.6,33.93,11.437,63.6,1373,292,0
2.679,77.43,4.133,1363.9,49.09,11.763,41.8,400,337,0
2.487,59.67,4.35,1389.1,49.14,10.971,65.0,595,158,0
3.451,73.04,3.686,1671.3,49.22,13.8,47.4,1457,48,0
4.522,78.02,4.593,1504.6,46.53,10.559,52.8,1596,180,1
2.075,76.76,4.478,1475.7,34.33,10.889,57.9,1131,294,0
2.108,56.56,4.136,1380.1,39.87,10.58,64.3,117,347,0
3.335,66.1,4.405,1544.8,45.85,14.184,41.9,383,140,0
3.046,74.36,4.59,1554.4,45.68,11.015,71.8,859,17,0
3.977,80.36,4.093,1390.6,43.89,12.92,66.1,82,139,1
2.967,53.04,3.762,1486.0,46.84,15.951,41.7,832,71,0
2.213,73.38,5.403,1466.4,45.06,11.85,78.7,873,241,0
2.973,76.43,4.183,1525.6,45.6,14.224,63.2,653,260,0
3.387,83.5,4.452,1388.1,41.8,15.343,52.6,734,262,0
3.156,81.93,5.005,1625.2,49.91,14.054,37.9,1434,142,0
2.906,80.83,6.265,1591.6,42.85,11.966,56.7,70,194,0
3.353,67.0,3.878,1463.7,38.35,13.284,38.2,387,145,0
3.435,55.92,4.725,1478.4,41.15,9.425,51.5,524,293,0
3.606,71.07,4.146,1486.4,43.26,10.44,50.4,297,25,0
3.019,85.02,4.231,1422.2,49.97,10.791,66.0,617,58,0
2.366,88.93,4.14,1455.7,44.79,16.481,39.6,719,51,0
2.617,82.11,3.937,1473.0,44.07,10.375,71.1,1089,148,0
3.465,79.29,4.479,1661.3,38.76,10.345,46.3,1599,106,0
1.846,78.8,3.763,1594.7,48.93,9.912,52.2,178,317,0
2.795,69.44,4.973,1593.5,41.74,13.12,68.6,1032,58,0
2.185,73.7,4.528,1537.0,44.5,12.285,61.3,1183,257,0
2.523,91.69,4.711,1388.3,52.4,14.174,45.4,11,280,0
3.523,65.57,4.267,1495.9,47.54,13.343,49.3,785,18,1
2.653,91.15,4.316,1597.0,36.86,9.239,45.3,411,165,0
2.537,71.78,4.644,1374.2,36.15,10.385,59.7,892,24,0
1.412,88.25,3.918,1563.7,44.68,14.731,46.6,607,3,0
3.097,60.93,4.321,1732.3,38.94,11.593,66.3,155,2,0
3.016,80.86,4.07,1606.2,48.24,14.375,59.0,1230,361,0
4.231,67.63,4.055,1641.4,45.21,11.701,37.3,1139,26,0
2.254,60.85,3.445,1521.8,45.83,10.065,45.5,1403,345,0
2.675,77.19,5.17,1596.8,41.47,11.393,41.1,599,218,0
2.7,85.09,4.157,1428.2,53.71,10.064,49.5,824,43,0
3.762,66.55,5.082,1579.6,59.21,10.869,55.8,1733,211,0
2.424,60.01,5.034,1565.4,43.61,12.402,55.3,350,51,0
2.723,74.08,3.857,1529.0,46.77,13.023,67.7,1122,152,0
2.986,74.13,3.956,1631.6,45.49,8.82,39.5,943,201,0
2.649,80.48,5.78,1446.1,43.7,11.965,77.3,19,320,0
2.143,84.5,5.375,1481.3,40.84,10.827,47.1,313,10,0
2.655,74.41,4.484,1509.5,39.58,10.703,45.0,927,67,0
3.359,93.56,4.629,1397.0,39.32,12.265,64.3,528,226,0
1.679,77.24,4.185,1522.7,47.03,10.899,70.3,557,120,0
2.606,71.54,4.716,1328.1,42.4,14.764,48.9,1691,332,0
1.94,58.88,4.141,1604.7,32.11,14.376,67.3,445,14,0
3.456,72.37,3.484,1504.7,47.22,14.364,74.2,231,56,0
1.281,71.64,3.839,1447.9,44.81,11.01,68.3,1693,329,0
2.053,84.6,4.511,1416.6,51.73,10.075,31.7,625,63,0
2.802,79.62,3.934,1476.5,46.87,12.164,71.4,1011,229,0
3.752,63.21,4.466,1568.8,37.61,11.699,68.7,889,10,1
2.447,76.72,3.963,1554.8,33.85,10.782,63.5,359,120,0
2.056,81.72,4.109,1429.4,41.4,9.649,68.0,1407,223,0
4.005,90.28,4.927,1415.4,41.87,11.917,79.0,1536,224,1
1.342,83.88,4.624,1565.7,49.72,11.192,51.6,44,124,0
0.741,82.61,4.495,1427.8,44.96,13.377,33.4,1389,147,0
2.852,75.6,4.939,1506.0,50.67,13.33,53.0,877,227,0
2.098,78.88,4.74,1512.4,38.38,14.202,32.3,1646,29,0
1.683,87.5,5.223,1531.2,49.83,9.481,44.7,1135,9,0
3.067,61.67,4.27,1585.8,48.6,12.802,59.3,223,53,0
2.695,71.51,4.285,1373.7,34.91,10.545,45.5,1410,185,0
2.049,67.27,3.849,1308.9,51.61,9.559,64.3,902,206,0
1.476,78.79,4.286,1443.3,45.47,11.143,71.1,1289,254,0
3.198,87.3,4.982,1680.2,46.96,14.137,51.0,271,156,0
3.02,69.03,5.15,1702.2,40.68,11.255,75.0,212,128,0
2.421,51.1,4.98,1683.1,51.38,15.131,34.0,1520,57,0
3.977,70.88,3.603,1480.7,39.07,13.098,72.0,1338,194,1
1.644,84.13,5.042,1321.8,49.16,11.212,71.4,1794,75,0
1.28,80.38,3.581,1265.7,49.1,14.32,46.1,1411,88,0
1.946,79.28,4.949,1438.6,40.13,12.891,44.9,247,353,0
2.464,72.2,4.316,1480.2,54.92,10.135,45.3,948,80,0
2.695,62.21,4.851,1630.1,46.16,15.718,70.6,1591,185,0
2.307,80.15,3.834,1586.8,48.27,12.519,71.6,821,325,0
2.782,66.66,5.086,1522.7,37.36,12.038,46.5,1374,267,0
1.499,96.84,3.768,1411.0,55.59,10.289,59.6,72,78,0
3.655,80.71,4.166,1403.9,38.88,14.359,36.9,1320,144,1
2.434,69.19,4.001,1525.4,50.12,13.035,53.4,1237,128,0
3.394,68.89,3.623,1569.7,40.03,13.258,79.9,295,13,0
2.774,74.07,4.547,1539.2,41.91,10.985,37.9,171,118,0
2.865,72.6,5.403,1396.5,48.94,13.668,77.4,246,1,0
2.956,86.17,5.833,1565.1,50.14,13.824,71.2,1165,3,0
2.858,76.86,4.549,1542.6,38.64,10.662,78.6,1640,243,0
3.014,67.68,5.058,1392.9,50.45,9.166,39.0,617,65,0
3.563,93.9,4.616,1421.6,50.22,13.163,40.7,240,245,1
2.657,75.49,4.749,1568.8,40.31,8.853,30.8,311,89,0
3.067,82.69,4.329,1476.5,52.99,12.304,66.2,1440,177,0
2.428,68.92,4.598,1658.9,37.72,11.106,62.2,398,59,0
3.652,78.63,4.769,1550.1,41.88,14.437,38.9,923,231,0
1.959,78.11,4.211,1451.3,47.4,11.214,69.6,792,352,0
3.941,56.1,4.461,1499.0,40.73,14.215,45.0,22,175,0
2.468,95.15,4.471,1506.3,46.32,10.972,36.7,1102,166,0
1.355,87.91,4.913,1427.2,46.21,14.0,51.1,813,197,0
2.602,71.03,3.967,1408.7,44.06,16.121,34.5,904,59,0
1.955,63.98,4.474,1570.1,49.16,9.864,43.2,1499,82,0
3.173,78.48,5.456,1584.5,43.86,12.584,48.6,1731,73,0
1.978,75.87,5.082,1560.4,46.16,17.498,72.6,832,310,0
2.143,78.56,5.175,1651.5,50.73,12.133,69.6,1377,25,0
0.988,76.92,4.512,1445.8,48.95,12.124,52.1,1395,242,0
2.138,80.06,4.66,1667.4,48.93,13.577,66.2,1045,322,0
0.561,89.47,5.001,1409.9,39.25,12.082,58.4,507,115,0
1.233,80.68,5.28,1398.7,47.62,8.586,47.0,160,322,0
3.108,64.5,3.524,1324.0,40.61,14.265,66.3,744,179,0
3.129,88.63,3.842,1455.4,38.59,7.994,64.2,1385,261,0
2.84,91.41,5.155,1449.6,44.64,11.166,61.0,813,113,0
1.726,106.52,4.362,1552.6,40.48,14.415,60.9,1580,265,0
2.462,63.77,4.164,1524.4,48.95,11.287,64.1,1321,37,0
2.497,77.43,3.873,1380.7,49.07,10.613,49.2,1376,76,0
1.573,54.18,4.222,1460.7,35.49,13.759,73.5,180,101,0
3.703,80.53,3.799,1462.9,40.86,10.298,38.1,1496,11,1
3.202,69.52,5.546,1322.4,37.7,9.556,74.2,1419,301,0
2.323,94.23,4.489,1401.9,42.69,12.549,47.1,1637,48,1
2.522,67.25,4.471,1422.9,47.28,11.634,36.3,1651,253,0
2.667,58.11,4.794,1643.4,43.79,9.513,60.0,213,346,0
0.867,70.29,4.981,1519.1,42.05,13.274,48.8,530,248,0
2.302,55.25,4.973,1566.2,51.5,12.929,70.8,1419,71,0
1.954,82.51,5.037,1350.1,33.48,11.28,51.5,27,196,0
1.699,54.35,4.185,1619.4,51.18,11.417,63.4,939,252,0
2.275,75.28,4.351,1630.1,42.28,12.941,45.4,870,357,0
3.938,54.22,4.885,1300.2,44.61,14.381,40.5,1473,298,0
3.013,71.8,4.236,1429.5,42.36,11.434,49.4,438,221,0
2.043,91.43,4.497,1549.6,52.71,13.309,60.3,285,59,0
2.958,78.61,4.699,1564.4,38.85,13.13,62.8,661,356,0
3.619,66.37,4.893,1432.2,45.06,13.759,58.9,1821,156,1
3.24,74.69,3.611,1469.5,47.64,12.079,79.4,649,341,0
2.548,75.18,4.857,1440.3,36.94,10.175,64.6,189,201,0
1.982,79.73,4.383,1511.0,40.4,11.075,76.6,1726,266,0
3.059,61.33,4.854,1619.7,44.26,12.686,35.9,1223,34,0
2.815,80.93,4.888,1422.9,40.57,15.637,33.1,1126,254,0
3.216,47.96,5.304,1600.1,40.92,11.032,45.5,479,22,0
3.008,68.7,5.177,1421.8,43.25,13.61,36.8,603,164,0
3.34,70.12,5.173,1415.2,48.25,11.344,56.3,1015,27,0
2.072,81.33,5.222,1581.9,43.29,12.221,55.9,1248,350,0
3.554,75.23,4.646,1592.2,50.39,15.031,58.8,517,313,1
2.658,60.94,4.516,1585.1,40.01,13.529,67.3,1551,52,0
4.16,65.15,4.936,1368.4,38.74,9.517,78.6,1465,283,0
1.949,76.99,4.866,1453.4,54.63,10.855,73.9,1541,297,0
3.889,74.21,4.345,1582.3,41.71,14.512,35.9,916,84,1
2.658,69.21,4.702,1504.2,38.45,12.284,46.9,230,348,0
1.979,70.19,4.482,1392.6,36.29,9.702,42.8,869,123,0
2.113,81.96,4.073,1545.8,50.38,10.362,38.8,1138,206,0
2.244,69.82,5.145,1428.5,43.29,13.407,57.2,1540,164,0
2.839,74.12,4.528,1679.5,43.73,13.989,57.7,1208,46,0
2.918,96.7,5.524,1654.5,44.2,12.036,41.4,1749,155,0
2.041,60.76,3.687,1560.4,50.06,16.951,65.6,759,265,0
2.481,56.48,4.222,1636.1,44.1,13.648,66.6,34,278,0
4.214,82.84,4.516,1506.5,56.72,11.513,31.0,296,4,1
3.882,68.21,5.069,1576.5,45.67,10.369,49.8,453,81,1
2.849,71.82,4.7,1647.8,50.31,10.05,74.5,1732,118,0
2.53,67.19,4.655,1524.5,49.03,12.671,56.0,1529,261,0
2.596,72.4,3.936,1474.5,44.82,11.022,47.4,1430,124,0
2.991,90.99,3.922,1329.5,42.07,15.347,42.7,1151,302,1
1.682,83.02,4.661,1491.7,46.66,14.933,42.2,142,214,0
2.294,83.62,3.818,1582.3,47.55,13.266,35.0,648,27,0
1.165,60.84,4.234,1594.6,42.14,9.642,70.9,128,268,0
2.819,63.49,4.75,1550.4,45.83,10.656,34.3,835,24,0
3.018,46.61,4.009,1445.9,51.18,14.511,44.6,1710,6,0
2.113,66.91,5.303,1302.3,55.35,10.874,32.3,925,193,0
3.759,84.57,5.112,1450.5,49.27,14.244,69.1,730,79,1
1.519,80.17,3.714,1469.6,54.31,12.949,32.0,1650,321,0
1.329,72.78,4.034,1468.7,41.85,12.103,45.4,1374,35,0
2.68,74.78,3.357,1561.9,48.51,10.594,58.7,1548,257,0
3.338,68.11,4.109,1698.6,51.69,11.812,50.5,463,112,0
3.847,77.05,4.883,1512.4,40.52,12.379,44.1,1268,293,1
2.133,82.66,4.293,1478.3,42.57,14.065,43.8,564,201,0
3.363,58.84,4.73,1474.1,53.69,10.229,69.9,1210,13,0
2.469,78.0,3.739,1512.4,40.12,11.474,78.7,1257,154,0
2.362,84.32,4.899,1417.2,38.29,12.09,47.4,514,84,0
3.207,70.85,4.222,1512.0,52.64,13.325,32.0,1,139,0
3.022,82.01,4.506,1545.1,50.98,10.183,31.8,1263,96,0
1.239,103.15,4.454,1521.0,47.16,9.367,68.0,1079,184,0
3.681,73.96,3.864,1545.8,44.77,13.348,57.6,1519,341,1
3.604,78.93,3.923,1543.4,42.81,8.964,69.2,1756,357,1
2.0,67.62,4.984,1322.8,46.41,14.57,64.9,1640,188,0
2.817,76.81,4.699,1563.7,52.9,11.688,75.4,1442,81,0
2.895,79.6,5.025,1432.9,46.19,8.905,74.3,1472,299,0
2.709,76.95,4.662,1390.4,55.83,11.039,69.4,338,179,0
2.06,64.8,4.571,1389.6,40.51,12.758,53.8,908,348,0
1.963,77.06,3.637,1543.4,44.9,10.935,45.4,818,104,0
2.48,89.62,4.365,1477.7,43.13,12.04,55.4,1301,209,0
3.438,79.49,4.486,1331.8,39.57,13.48,55.1,1034,328,0
2.935,84.62,5.477,1547.8,44.23,11.596,60.5,1365,248,0
2.204,72.63,4.843,1356.0,47.09,10.126,39.3,1128,71,0
3.117,82.5,5.268,1514.0,47.62,11.402,62.8,345,160,0
0.221,77.79,4.799,1523.8,55.85,14.83,52.8,1394,132,0
3.419,65.49,4.144,1588.6,47.32,15.37,61.0,977,239,0
1.108,78.19,4.559,1678.2,50.75,7.96,42.0,883,77,0
2.21,65.08,4.618,1363.5,45.33,14.182,51.7,198,57,0
1.604,68.67,4.03,1494.8,53.39,12.5,40.5,1038,124,0
1.464,76.89,4.308,1472.4,56.99,13.848,73.8,1704,10,0
3.429,77.97,4.397,1543.4,47.66,10.899,54.4,872,26,0
2.126,63.11,5.303,1521.6,40.04,8.463,41.2,1362,206,0
2.777,85.54,3.46,1464.7,42.26,13.169,32.1,542,221,0
2.462,80.72,5.103,1455.9,46.41,10.118,63.8,457,311,0
2.882,67.95,4.032,1388.4,47.28,9.223,40.7,1550,249,0
2.561,59.62,3.814,1598.8,48.49,9.363,79.5,750,314,0
1.474,73.55,5.09,1545.9,47.3,13.202,56.7,1460,207,0
3.297,70.54,4.866,1591.8,45.03,12.279,44.4,366,108,0
2.105,76.13,5.127,1469.0,41.82,13.565,62.9,401,295,0
1.255,71.37,4.9,1434.3,47.01,13.338,43.8,574,60,0
2.158,54.93,5.53,1392.2,54.27,11.158,71.0,482,121,0
3.701,71.12,4.779,1535.9,50.1,11.859,45.4,110,238,0
3.18,71.94,4.422,1396.0,47.67,10.977,79.4,1019,105,0
2.221,81.34,4.671,1684.9,50.15,11.579,60.3,406,278,0
2.221,68.02,5.122,1369.2,43.14,10.065,72.2,309,35,0
2.243,91.79,4.11,1527.4,42.46,12.781,33.6,160,37,0
4.161,55.88,4.174,1656.7,41.26,14.15,47.4,844,71,1
2.806,88.11,4.346,1559.9,44.37,10.367,66.9,55,55,0
2.844,72.76,3.448,1517.6,42.89,14.563,62.8,761,166,0
3.324,83.6,4.569,1403.2,51.04,12.227,39.7,256,220,0
2.691,75.8,3.557,1361.8,42.62,12.482,47.8,534,75,0
2.293,86.4,4.527,1577.0,40.99,8.601,43.2,422,209,0
2.343,71.13,4.933,1650.6,54.71,8.385,60.7,946,210,0
2.443,64.01,4.262,1456.1,42.74,12.288,47.2,1639,227,0
2.47,89.21,5.339,1386.1,45.77,13.579,45.5,962,224,0
3.082,73.87,3.77,1254.2,47.26,10.657,40.4,813,253,0
2.542,77.22,5.096,1401.9,39.32,15.34,50.5,887,155,0
3.086,87.35,4.838,1488.6,51.18,13.47,39.8,264,362,0
2.435,64.68,3.642,1659.9,48.19,10.183,78.1,748,148,0
2.563,80.95,5.855,1567.3,52.79,12.062,37.7,833,317,0
0.901,69.1,4.468,1530.5,41.6,16.954,75.7,233,278,0
3.233,73.68,4.061,1460.0,45.5,9.515,51.4,680,230,0
2.777,75.72,3.796,1441.7,45.2,13.057,48.9,233,189,0
3.298,60.0,4.39,1640.6,46.32,11.355,41.6,1541,224,0
0.183,67.21,4.436,1520.1,37.73,13.414,61.8,1069,64,0
4.171,88.51,4.551,1289.7,45.55,14.535,64.3,558,107,0
2.388,83.86,4.351,1432.6,37.87,11.228,53.4,1700,79,0
3.387,74.37,4.817,1414.2,46.79,14.238,32.8,913,132,0
1.668,77.43,4.306,1445.4,34.36,16.442,75.9,681,173,0
2.99,72.06,3.533,1556.3,35.74,12.133,79.0,1460,63,0
1.657,88.57,4.425,1489.3,49.09,13.57,51.6,335,209,0
2.001,73.0,3.316,1492.3,42.27,10.819,60.7,404,296,0
4.031,77.32,4.677,1631.3,40.06,12.039,52.5,1188,97,0
2.347,86.46,4.01,1430.4,51.35,11.647,46.1,256,171,0
2.674,67.23,4.582,1686.4,46.64,13.594,33.9,1090,88,0
3.196,90.59,5.157,1432.9,49.36,14.409,52.8,1020,361,1
2.897,59.7,4.026,1508.9,44.17,11.781,70.9,941,225,0
2.62,91.3,5.031,1471.9,58.4,15.067,30.9,772,142,1
2.792,71.27,4.283,1512.3,41.98,15.06,59.1,946,195,0
4.423,72.57,5.377,1544.5,53.72,13.694,74.0,1112,178,0
2.454,56.1,4.317,1543.4,44.69,10.968,40.9,1264,53,0
2.661,70.45,4.08,1424.7,36.73,10.776,39.2,311,195,0
3.341,64.6,4.844,1387.7,47.41,10.375,68.6,1595,216,0
3.384,68.92,4.282,1750.3,46.57,13.898,42.8,682,332,0
3.45,73.63,4.079,1451.6,39.74,9.576,39.6,1282,297,0
3.011,84.58,4.261,1569.9,40.39,13.354,48.9,1582,24,0
1.586,77.08,4.478,1339.2,44.88,9.838,49.6,1538,66,0
3.807,78.08,5.171,1472.0,46.75,13.647,73.7,1458,162,0
1.583,64.04,3.533,1487.3,32.65,12.034,60.9,129,111,0
2.742,66.19,4.512,1547.3,50.27,14.667,50.3,781,328,0
1.897,92.99,4.812,1227.8,42.53,14.283,56.7,326,205,0
2.449,67.65,4.597,1516.6,38.34,14.87,77.7,790,136,0
2.763,91.56,5.155,1385.0,49.71,14.922,35.7,17,278,0
2.757,72.57,4.463,1532.4,44.88,12.287,40.4,699,164,0
2.838,75.02,4.408,1396.4,51.08,9.682,78.1,1009,270,0
3.791,85.7,4.796,1414.5,47.19,9.895,77.9,342,227,0
2.863,87.72,4.55,1472.6,44.99,7.826,38.9,1003,126,0
2.305,73.89,4.305,1394.8,44.24,9.833,37.3,838,269,0
3.271,71.12,4.758,1452.4,47.41,12.138,51.1,628,307,0
3.452,74.44,4.174,1380.7,42.93,10.881,32.5,771,247,0
1.518,78.38,4.194,1316.7,40.74,11.64,62.7,878,339,0
2.978,83.91,4.236,1601.8,48.05,12.985,33.9,1273,35,0
3.061,75.04,5.177,1370.4,44.28,11.392,32.9,710,154,0
2.262,81.19,2.889,1482.1,45.17,9.756,54.3,849,144,0
3.601,91.38,4.698,1575.3,50.45,11.894,77.9,739,259,1
2.38,78.81,4.517,1438.5,44.43,10.203,51.3,177,18,0
2.6,78.12,3.66,1417.5,45.08,11.458,47.8,1779,57,0
2.362,59.81,4.655,1522.6,42.0,14.686,79.9,946,262,0
2.512,48.69,4.738,1611.8,47.15,11.459,56.6,357,35,0
1.623,78.88,4.795,1383.1,46.75,15.542,48.8,495,210,0
1.348,74.05,3.174,1485.0,49.5,14.863,49.3,35,331,0
3.776,69.85,5.183,1326.8,42.1,10.841,39.7,1431,147,0
1.822,77.44,4.131,1460.7,42.71,9.778,55.6,1671,101,0
1.707,74.4,4.843,1503.4,48.96,11.895,51.9,818,75,0
0.777,86.28,4.871,1414.5,46.26,14.307,43.5,10,67,0
1.989,75.86,4.062,1454.3,40.47,11.02,38.0,986,65,0
1.442,67.53,4.83,1359.2,51.53,13.816,45.6,1719,302,0
3.814,84.9,4.307,1507.7,36.51,14.417,55.4,1738,221,1
3.308,72.83,3.464,1605.6,48.92,10.452,32.9,531,150,0
1.949,80.27,5.084,1390.3,38.67,10.648,37.7,1559,273,0
4.302,70.23,4.112,1437.7,54.43,13.425,77.4,95,277,0
3.285,68.5,4.073,1550.3,37.28,12.304,57.1,576,67,0
2.24,75.84,4.298,1621.2,50.76,10.628,33.2,450,234,0
0.5,75.13,4.636,1350.7,44.59,11.296,64.7,1244,202,0
4.333,79.8,4.471,1483.1,43.17,11.859,33.1,1018,232,1
1.388,72.31,4.774,1528.3,45.93,8.87,66.9,96,162,0
1.184,56.64,3.83,1489.8,48.16,13.531,67.5,865,97,0
3.318,70.67,4.129,1252.3,40.48,11.043,62.6,1801,8,0
4.452,82.94,4.442,1550.1,40.92,6.433,66.6,1405,248,0
3.607,72.03,5.449,1651.9,48.25,11.952,34.4,669,226,1
2.951,72.54,4.443,1511.7,36.46,10.517,66.3,207,240,0
2.976,84.86,5.043,1396.9,42.08,15.378,36.8,1810,74,0
3.183,67.88,4.519,1448.7,60.2,10.829,47.0,850,16,0
3.107,59.57,4.258,1677.0,40.16,9.805,77.1,246,50,0
2.725,73.39,4.377,1591.0,50.74,13.016,55.1,1735,227,0
2.583,70.16,4.416,1564.0,42.07,10.679,78.4,1821,193,0
2.45,65.34,4.802,1535.6,47.55,10.441,34.4,1534,279,0
1.897,73.25,5.187,1433.9,48.27,13.019,53.9,884,237,0
